Lake,BIOCON,AREA,DEPMAX,DEPMN,MAT,GDD,COND,DOC,SEC,TP,AP,AP_Flag,RICH,CBio1,CBio2,CBio3,CBio4,CBio5,CBio6,CBio7,CBio8,CBio9,CBio10,CBio11,CBio12,CBio13,CBio14,CBio15,CBio16,CBio17,CBio18,CBio19,CBio20,CBio21,CBio22,CBio23,CBio24,CBio25,CBio26,CBio27,CBio28,CBio29,CBio30,CPA1,CPA2,CPA3,CPA4,CPA5,CPA6,CPA7,CPA8,CPA9,CPA10,CPA11,CPA12,CPA13,CPA14,CPA15,CPA16,CPA17,CPA18,CPA19,CPA20,CPA21,CPA22,CPA23,CPA24,CPA25,CPA26,CPA27,CPA28,CPA29,CPA30,CPA31,CPA32,CPA33,CPA34,CPA35,CPA36,CPA37,CPA38,CPA39,CPA40,CPA41,CPA42,CPA43,CPA44,CPA45,CPA46,CPA47,CPA48,CPA49,CPA50,CPA51,CPA52,CPA53,CPA54,CPA55,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
574,-1.14,74,8.10,3.7,6.1,1765,304,8.2,4.5,8.3,2.08,0,7,0.0860,-0.5904,-0.1086,0.0966,0.1222,-0.0675,0.0939,0.2037,0.0879,-0.0943,0.0557,-0.1448,0.0202,0.0836,0.0221,-0.0007,0.0217,-0.0284,-0.0078,0.0232,0.0245,0.0045,0.0443,0.0059,-0.0024,0.0173,-0.0439,-0.0146,-0.0675,0.0362,0.2477,-0.3188,-0.0401,-0.1645,-0.0276,0.0852,0.0340,-0.3138,-0.0592,0.0953,-0.0903,-0.2038,-0.0402,-0.0413,-0.0222,0.1682,-0.0431,-0.2607,-0.1889,0.0330,-0.1795,-0.1413,0.0044,0.1764,0.0894,-0.1117,-0.0630,0.0722,-0.0611,0.0150,0.1018,-0.0784,0.1106,0.1360,-0.0007,0.0521,-0.0353,-0.0017,0.0608,-0.0150,0.0294,0.0405,0.0013,-0.0232,0.0149,0.0061,-0.0028,-0.0002,-0.0233,0.0199,0.0239,-0.0090,-0.0065,-0.0140,-0.0073,Cyprus L.,17-4583-50085,633,644
575,-0.78,233,12.20,3.6,8.1,2246,549,4.3,1.2,52.5,30.32,0,16,0.0911,0.0050,-0.1483,-0.2888,0.0631,-0.0880,-0.0724,0.1227,0.0945,-0.1782,0.0138,-0.0025,0.0375,-0.0217,-0.1031,-0.0301,0.0342,-0.0229,0.0034,0.0994,0.0644,0.0559,0.0707,0.0250,0.1419,0.0379,-0.1815,-0.0597,-0.2594,0.2003,0.3721,-0.3624,-0.0696,0.0391,0.0701,0.0659,0.0858,0.0411,-0.0532,0.0349,-0.0415,0.0028,-0.0193,-0.0420,0.1315,-0.0204,-0.0769,-0.1128,-0.0734,-0.0184,-0.0157,-0.0865,-0.0668,-0.0417,-0.0292,0.0299,-0.0119,0.0131,0.0106,-0.0278,-0.0574,-0.0884,-0.0931,-0.0054,-0.0226,0.0388,-0.0485,0.0332,0.0683,-0.1399,0.1033,0.0063,-0.0501,-0.1640,0.2041,0.4062,0.1477,-0.0039,0.1274,0.0157,-0.0992,0.1090,-0.0174,0.1950,-0.0997,Fanshawe L.,17-4857-47670,634,645
576,-1.31,110,4.90,1.7,6.6,1981,142,5.1,3.0,12.1,10.95,0,8,0.3053,-0.4613,-0.1167,-0.0811,0.0658,0.0765,0.1793,-0.0601,0.1239,-0.0051,0.0152,0.0811,-0.0547,0.0146,-0.0248,0.0859,-0.0091,-0.0015,0.1295,-0.0007,-0.1081,0.0006,-0.1037,0.2652,-0.0449,-0.0274,-0.0412,0.0147,-0.0517,0.0364,0.3521,-0.5446,-0.0260,-0.0271,0.0673,0.1091,0.0985,-0.0217,0.0067,-0.0135,-0.0716,-0.1400,-0.1308,-0.0141,0.1519,0.1151,-0.0543,-0.0263,0.1051,-0.0576,-0.0010,-0.0682,0.0940,0.0068,-0.0576,0.0248,0.0812,0.1184,-0.0409,0.1070,0.0084,-0.0988,-0.0283,-0.0918,0.0798,0.0302,-0.0280,0.0310,0.0158,-0.1331,0.0057,-0.0444,-0.0516,0.0164,0.0027,-0.0183,0.0118,-0.0117,-0.0154,-0.0129,0.0055,0.0033,-0.0189,-0.0297,0.0282,Farlain L.,17-5814-49627,635,646
577,-1.64,217,32.00,7.4,6.1,1781,295,7.2,4.1,4.1,4.26,0,11,0.4644,-0.2859,0.1987,-0.3626,-0.0788,-0.1357,-0.0181,0.1611,-0.0069,0.3098,0.3879,-0.1206,0.0459,0.1314,0.1185,-0.0319,-0.0017,-0.0157,-0.0957,0.0362,0.0987,0.0197,-0.0078,0.0317,-0.0005,0.0179,-0.0341,0.0073,-0.0459,0.0153,0.2123,-0.0147,0.3698,0.0575,-0.1759,-0.2219,-0.0058,-0.3428,-0.1827,-0.0178,-0.0654,-0.0351,0.0868,0.1429,-0.1216,-0.0938,-0.0780,0.0394,-0.1397,0.0244,-0.1386,-0.1707,-0.0727,0.2294,0.0639,0.0431,0.0587,0.1487,0.0188,-0.0863,0.1873,-0.0788,0.0089,0.0125,-0.0222,0.0188,-0.0539,-0.0309,0.0932,-0.0183,-0.0219,-0.0031,-0.0221,-0.0314,0.0407,0.0217,-0.0640,-0.0147,-0.0334,0.0533,-0.0065,0.0040,0.0324,-0.0427,-0.0173,Gillies L.,17-4736-50056,636,647
578,-1.24,1228,30.50,6.9,6.3,1929,204,5.2,4.2,9.8,28.28,0,20,0.1448,-0.3874,0.0575,-0.3914,-0.0643,-0.0231,-0.1275,-0.0376,0.0414,0.0543,-0.0527,0.0058,-0.0158,-0.0149,0.0841,0.0659,-0.0345,-0.0176,0.0985,-0.0335,0.0570,0.0397,-0.0560,0.1106,0.2472,-0.0494,0.0565,-0.0770,0.0567,0.0201,0.0197,-0.3769,0.0073,0.2420,-0.0943,-0.0607,0.0810,0.0172,0.2306,-0.1386,-0.0028,-0.0232,-0.0276,-0.0039,-0.0091,-0.0593,0.0518,0.2049,0.0987,0.1375,0.0388,0.0141,0.0547,0.0386,-0.0550,0.0658,0.0516,0.0997,-0.0309,-0.0648,0.0130,0.0061,0.0272,0.1656,0.0600,-0.0992,0.0420,0.0256,0.0204,-0.0650,-0.0308,-0.0878,-0.0705,-0.0979,0.1055,0.0040,-0.1249,-0.0106,-0.0414,0.1158,0.2290,-0.0129,0.0110,0.0750,-0.0209,Gloucester Pl.,17-6026-49666,637,648
579,-1.48,383,12.80,2.3,6.4,1944,593,6.9,4.3,31.4,51.95,0,13,0.2580,-0.5808,-0.0164,-0.1480,0.0168,-0.0405,-0.0940,-0.0870,-0.0419,-0.0450,-0.0260,-0.0381,0.0250,0.0855,0.1036,0.0229,-0.0321,-0.0409,0.0274,-0.0083,0.0261,0.0483,-0.0145,0.1204,0.1647,0.0107,0.0144,-0.0199,-0.0202,-0.0109,0.3611,-0.4425,-0.0001,0.1264,-0.0467,-0.0596,0.0129,0.1571,-0.0641,0.0039,-0.2244,0.0634,-0.1382,-0.0702,-0.0922,0.0640,0.0566,0.3306,-0.0173,0.0868,-0.0443,-0.0809,0.0166,-0.1024,-0.0127,0.1185,0.0934,0.0007,-0.0141,0.0391,0.0965,0.1164,0.1289,0.0606,0.2301,-0.0814,0.0723,-0.0729,0.0441,-0.0860,-0.0195,-0.0346,-0.0576,-0.0739,0.1254,-0.0310,-0.1023,-0.0292,-0.0600,0.0959,0.0714,0.0162,0.0407,0.0157,0.0052,Little L.1,17-6016-49633,639,650
580,-1.24,226,6.10,1.7,6.8,2022,190,5.2,4.9,9.4,182.65,0,11,0.1420,-0.4542,-0.2029,-0.0079,0.0097,0.0719,-0.0890,-0.2312,-0.1475,-0.0660,0.0914,0.0077,-0.0523,-0.0234,0.0393,0.0928,-0.0372,-0.0096,0.0853,0.0168,-0.0369,-0.0269,-0.0629,0.1469,0.1820,0.0392,0.0235,0.0516,0.0299,-0.0382,0.2735,-0.4484,-0.2147,0.0157,0.0463,0.0643,0.0277,0.1488,-0.0995,-0.0583,0.0090,-0.1045,0.0308,-0.1152,0.0463,0.0718,0.0663,0.1742,0.1945,-0.0829,-0.0068,-0.1048,0.0253,-0.0249,-0.0229,0.0149,0.0234,0.0889,-0.0256,0.0891,0.0735,0.0013,0.0604,0.0539,-0.0217,-0.0877,0.0074,0.0461,0.0145,-0.0493,-0.0526,-0.0829,-0.0493,-0.0142,0.0538,0.0729,0.0524,-0.0252,0.0877,-0.0202,-0.2189,0.1392,0.0024,-0.0532,-0.0722,Little L.2,17-6058-49199,640,651
581,-1.20,204,13.70,5.4,6.3,1928,14,5.0,3.8,10.9,16.55,0,6,0.0572,-0.5065,-0.1006,-0.0974,0.0993,-0.0618,0.0527,0.1843,0.1028,-0.0837,0.2241,-0.0453,-0.0333,-0.0251,-0.0041,0.0932,0.0075,-0.0191,-0.0346,0.0248,-0.0253,-0.0042,-0.0022,0.0420,0.0622,-0.0029,0.0103,-0.0396,0.0088,-0.0090,0.2897,-0.4030,-0.1708,-0.0020,0.0302,0.0864,0.0086,0.0517,-0.1320,0.0246,-0.0137,-0.2643,-0.0189,-0.1714,0.1723,0.1332,-0.0250,-0.1242,0.1307,-0.1032,0.0345,-0.2002,-0.0849,-0.0568,-0.0960,0.0882,0.0240,0.1313,0.0203,-0.0263,-0.0595,-0.1319,-0.0995,0.0101,0.0366,-0.0020,-0.0618,0.0639,0.0259,-0.1844,0.0108,-0.0632,-0.0759,0.0187,0.0156,-0.0090,-0.0014,-0.0132,-0.0236,-0.0001,0.0110,0.0009,-0.0229,-0.0313,0.0329,Long L.3,17-6191-49604,641,652
582,-1.11,1123,11.60,4.3,6.1,1905,278,5.1,5.5,13.4,32.72,0,19,0.1555,-0.5066,-0.0929,-0.2095,-0.0189,0.0026,-0.1388,-0.0614,0.0409,0.0027,-0.0970,0.2013,0.0102,-0.0442,0.0088,0.0325,-0.0140,0.0224,0.0298,0.0169,-0.0259,0.0030,-0.0482,0.0349,0.0951,-0.0224,0.0558,-0.0365,0.0716,-0.0241,0.2678,-0.4954,-0.1300,0.1416,-0.0734,0.0718,-0.0097,0.1685,0.1145,0.0636,0.0319,0.0191,-0.0069,-0.0500,0.0191,-0.1501,0.0176,0.0944,0.0007,-0.0309,0.0088,-0.0060,0.0129,-0.0263,0.0581,0.0147,-0.0013,-0.0464,-0.0266,-0.0052,0.0577,0.1204,0.0453,0.0407,0.0642,0.0178,0.0046,-0.0907,0.0250,-0.0628,0.0525,0.0225,0.0296,-0.0094,0.0115,-0.0804,-0.1138,-0.0276,-0.0600,0.1084,0.1520,-0.0231,0.0063,0.0105,-0.0664,Sparrow L.,17-6275-49634,644,655
583,-1.43,654,6.10,4.0,6.4,1963,182,7.1,3.1,13.9,49.80,0,15,0.1133,-0.5802,-0.1602,0.0289,0.1001,-0.0747,0.0319,0.0655,0.0130,-0.1687,-0.0194,0.0133,-0.0282,0.0013,-0.1172,-0.1415,0.0154,0.0457,0.0318,0.0685,0.0163,-0.0097,-0.0220,0.0410,0.0382,0.0315,-0.0150,0.0407,-0.0198,-0.0018,0.3069,-0.4916,-0.1013,0.0778,-0.0077,0.0948,0.0840,0.0842,-0.1662,0.0033,-0.1055,0.0800,0.0955,0.0540,0.0412,-0.0600,0.0049,0.0801,0.0094,-0.0648,0.1136,-0.0599,0.0498,-0.0328,0.0041,0.0513,0.0331,-0.0037,-0.0313,0.0275,0.0951,0.1740,0.1231,0.0287,0.1340,0.0012,-0.0033,-0.0182,0.0423,-0.1023,0.0890,-0.1169,-0.0131,-0.1018,-0.1823,0.0101,-0.0358,0.0483,0.0024,0.0362,0.0637,-0.0312,-0.0512,0.0313,-0.0316,"St. John, L.",17-6328-49494,645,656
584,-0.80,111,15.20,4.5,6.2,1911,95,7.3,3.0,11.4,10.06,0,13,0.2454,-0.1978,-0.0985,-0.3289,-0.0207,0.0730,0.0568,-0.1872,0.0193,-0.0888,-0.1580,0.2103,-0.0254,-0.0363,-0.0588,0.0112,-0.0006,0.0254,0.1414,0.0243,-0.0089,0.0172,-0.0754,0.1190,0.2889,0.0031,0.0585,0.0010,0.0886,-0.0394,0.1696,-0.4746,-0.0054,0.0757,0.1589,-0.1517,0.0857,0.0486,-0.0599,-0.1374,-0.0416,0.0528,-0.0012,-0.0295,0.0596,-0.1221,0.0224,0.0075,0.0838,-0.0071,0.0059,0.0486,0.0072,-0.0157,-0.0123,0.0320,0.0209,0.0389,-0.0436,0.0833,0.0535,0.0857,0.0502,0.0639,-0.0164,-0.0705,-0.0038,0.0733,0.0258,-0.0638,-0.0624,-0.1253,-0.0586,0.0055,0.0161,-0.0384,-0.0212,0.0019,-0.0134,0.0177,0.0623,-0.0108,-0.0148,0.0186,0.0047,Tea L.,17-6065-49697,646,657
585,-1.23,773,16.00,5.9,6.7,2024,134,5.9,9.0,9.1,17.81,0,17,0.2383,-0.5353,0.0208,-0.3406,0.0728,-0.0415,0.0415,0.0227,-0.0458,0.0185,-0.0855,0.0923,0.0160,0.0592,0.0360,-0.0553,-0.0158,0.0333,-0.0731,0.0240,0.0608,0.0159,-0.0171,-0.0245,-0.0462,-0.0207,0.0394,-0.0479,0.0250,-0.0058,0.3784,-0.5050,-0.0611,0.1232,0.0640,0.0884,-0.1561,0.0544,0.1004,-0.0030,-0.0058,0.0750,0.0666,-0.0475,0.1078,-0.1127,0.0100,0.1612,-0.0079,-0.0956,-0.0081,-0.0750,0.0140,0.0260,0.0338,-0.0203,-0.0788,-0.0130,0.1015,0.0106,-0.0264,0.0227,0.0097,-0.0176,-0.0933,0.0641,0.0170,0.0310,-0.0375,0.1254,-0.0749,-0.0351,-0.0120,0.0121,-0.0213,0.0206,0.0049,0.0279,-0.0197,-0.0282,-0.0055,-0.0233,0.0074,0.0664,0.0518,Belmont L.,18-2756-49309,647,659
586,-1.22,196,9.50,2.5,6.4,1984,270,6.5,4.0,12.7,50.70,0,14,0.2011,-0.4411,-0.0479,-0.4145,0.0300,-0.1081,-0.1009,0.0525,0.0967,-0.1876,-0.1357,0.2739,-0.0083,-0.1071,-0.0800,0.1605,0.0087,0.0211,-0.1666,0.0598,0.0392,-0.0258,0.0364,-0.1105,0.1510,0.0633,0.0495,0.0332,0.0654,-0.0508,0.3478,-0.5291,-0.0954,0.1679,-0.0323,0.0890,0.1025,0.1814,0.0105,0.0699,0.0613,-0.0042,-0.1925,0.0544,0.2129,-0.1040,-0.1009,-0.0051,0.0467,-0.0226,-0.0242,-0.0795,-0.0422,0.0532,0.0485,-0.0420,-0.0677,0.0262,0.0850,0.0160,0.0044,0.0067,0.0526,-0.0076,-0.0605,0.0280,0.0032,0.0399,-0.0207,0.1319,-0.0461,-0.0118,-0.0026,-0.0030,-0.0067,0.0053,-0.0019,-0.0150,0.0275,-0.0019,-0.0974,0.0672,0.0155,-0.0320,-0.0863,Big Bald L.,17-7074-49389,648,660
587,-1.60,3176,14.30,2.1,6.6,2016,206,6.5,2.4,14.5,30.13,0,12,0.2407,-0.6282,-0.1050,-0.1011,0.0655,-0.1204,0.0010,0.0580,0.0715,-0.1894,-0.0229,0.1139,-0.0385,-0.0602,-0.0809,0.0934,0.0047,0.0139,-0.0602,0.0377,0.0121,-0.0221,0.0199,-0.0381,0.0880,0.0297,0.0262,0.0019,0.0279,-0.0061,0.4280,-0.5731,-0.0322,0.1080,0.0980,0.0705,0.1151,0.1526,-0.0209,0.0291,-0.0270,0.0343,-0.0709,0.0018,0.2503,-0.0402,-0.0678,0.0123,0.0302,-0.0414,-0.0147,-0.1089,-0.0389,0.0368,0.0501,-0.0515,-0.0872,0.0485,0.1038,0.0249,-0.0033,-0.0020,0.0465,-0.0027,-0.0544,0.0418,0.0143,0.0438,-0.0307,0.1246,-0.0460,-0.0029,0.0039,0.0175,-0.0406,-0.0542,-0.0178,0.0015,-0.0132,-0.0064,0.0181,-0.0250,0.0083,-0.0284,0.0272,Buckhorn L.,17-7074-49293,649,661
588,-1.63,846,4.30,1.3,6.4,1986,229,5.6,2.1,19.4,35.87,0,14,0.2354,-0.5783,-0.1493,-0.0675,0.0364,-0.1159,-0.1129,-0.0793,-0.0544,-0.2221,-0.0668,0.1212,-0.0315,-0.0779,-0.1163,-0.0235,-0.0138,0.0467,-0.1226,0.1129,0.0404,-0.0471,0.0170,-0.0224,0.0319,0.0985,-0.0009,0.1042,-0.0034,-0.0413,0.3545,-0.5772,-0.1007,0.0482,0.0898,0.0487,0.0822,0.1682,-0.0520,-0.0126,-0.0343,0.0786,-0.0068,-0.0206,0.1114,-0.0608,0.0346,0.1311,0.0092,-0.0373,-0.0300,-0.0574,-0.0605,0.0071,0.0727,-0.0549,-0.1000,-0.0370,0.0627,0.0150,-0.0128,-0.0042,0.0199,-0.0263,-0.0766,0.0550,0.0162,0.0215,-0.0663,0.1153,-0.0498,0.0138,0.0103,-0.0106,-0.0140,0.0715,0.0717,0.0311,0.0663,-0.0353,0.0901,-0.0388,-0.0010,0.0122,0.0073,Canal L.,17-6548-49368,650,662
589,-1.44,2481,6.40,2.4,6.8,2040,308,6.9,3.5,13.1,33.27,0,14,0.1974,-0.5778,-0.0949,-0.1202,0.0140,-0.1599,-0.0816,0.0715,0.1095,-0.1681,-0.0599,0.1462,-0.0670,-0.1024,-0.0872,0.1575,-0.1056,0.0188,-0.1091,-0.0100,0.1904,-0.0596,0.0299,-0.0099,0.0761,0.0299,0.0349,0.0388,0.0268,-0.0205,0.2667,-0.5010,-0.1049,0.2374,-0.0838,0.1069,0.1231,0.1596,0.0558,-0.0260,0.0877,0.0397,-0.1548,0.0539,0.3042,0.0356,-0.0813,0.0167,-0.0140,0.0289,-0.0048,-0.0594,-0.0736,0.0693,0.0631,-0.0424,-0.0576,-0.0150,0.0749,0.0024,0.0055,0.0006,0.0424,-0.0230,-0.0486,0.0278,-0.0006,0.0345,-0.0311,0.1077,-0.0396,0.0059,0.0055,0.0210,-0.0429,-0.0446,-0.0161,0.0026,-0.0059,-0.0059,0.0156,-0.0251,0.0048,-0.0225,0.0236,Chemong L.,17-7076-49181,651,663
590,-1.25,253,13.50,4.4,6.4,1993,113,7.0,4.3,11.6,33.37,0,11,0.1206,-0.3380,0.1490,-0.3760,-0.0455,0.0854,0.1501,-0.0249,0.0351,0.1163,0.0030,-0.0313,0.0567,0.1240,0.1495,-0.1326,-0.0133,-0.0036,-0.0147,0.0113,0.0848,0.0407,-0.0218,0.0015,-0.0168,-0.0307,0.0667,-0.1030,0.0549,-0.0184,0.0503,-0.3762,0.0146,0.0260,0.0967,-0.1680,-0.0600,-0.1070,0.0795,-0.0537,-0.1002,-0.0002,0.1347,-0.1206,-0.0172,-0.1496,0.0295,-0.2215,-0.0826,-0.0304,0.1113,0.0926,0.0135,-0.1065,-0.0623,0.1028,0.0419,0.0138,-0.0355,-0.0072,-0.0326,0.0149,-0.0634,0.0187,-0.1049,0.0011,-0.0108,0.0096,0.0153,0.0466,-0.0038,-0.0221,0.0028,0.0049,0.0008,-0.0058,0.0030,0.0153,0.0102,-0.0004,0.0170,-0.0123,0.0062,-0.0044,-0.0154,Cordova L.,18-2756-49393,652,664
591,-1.48,1385,17.70,3.6,6.3,1964,285,6.8,3.0,16.9,47.11,0,14,0.0533,-0.5693,-0.1755,0.0267,0.0330,-0.0121,-0.0812,-0.0038,-0.0210,-0.0520,0.0289,0.0274,-0.0133,-0.0208,-0.0045,-0.0137,0.0020,0.0082,0.0950,0.0090,-0.0148,-0.0051,-0.0264,0.0451,0.1554,0.0217,0.0324,0.0295,0.0389,-0.0316,0.2763,-0.5515,-0.1244,0.0878,-0.0448,0.0536,0.0064,0.1174,-0.0575,0.0227,0.1170,-0.0216,-0.0790,0.0554,-0.0797,0.0169,0.0291,-0.0453,-0.0094,-0.0080,-0.0292,0.0310,-0.0095,0.0475,0.0340,-0.0009,-0.0294,-0.0700,-0.0050,0.0044,0.0908,0.2259,0.1232,0.0234,0.1375,-0.0544,-0.0180,-0.0255,0.0524,-0.0699,0.0061,-0.0385,0.0057,0.0316,0.0002,-0.0218,0.0167,-0.0060,-0.0062,-0.0142,-0.0340,-0.0016,-0.0333,-0.0059,0.0025,Dalrymple L.,17-6500-49453,653,665
592,-1.04,60,19.80,7.3,7.2,2018,352,7.9,2.8,14.6,90.63,0,16,0.0976,-0.3603,-0.1187,-0.3056,0.0399,0.0700,-0.0793,-0.1497,-0.1027,-0.1466,-0.0408,0.1589,-0.0380,-0.0651,0.0531,0.3083,-0.0325,-0.0203,-0.1584,0.0059,-0.0630,-0.0597,0.0019,-0.0168,-0.0676,0.0248,0.0028,0.0244,0.0281,-0.0568,0.3243,-0.5817,-0.0624,-0.0237,0.0549,0.0551,0.0899,0.0376,-0.0105,-0.0392,-0.0267,-0.0872,-0.0072,0.0146,-0.0601,0.1361,0.0836,0.1438,0.0923,-0.0857,-0.1244,-0.0866,-0.0249,0.0735,0.1081,-0.0496,-0.0806,-0.0572,-0.0118,0.0144,-0.0076,0.0201,0.0367,0.0230,-0.0274,-0.0954,0.0079,0.0147,-0.0076,-0.0008,-0.0089,0.0026,0.0368,0.0472,-0.0423,-0.0881,-0.0245,-0.0080,-0.0178,-0.0101,-0.0291,0.0058,-0.0081,-0.0379,0.0135,Silver L.3,17-4665-48812,654,654
593,-1.15,180,7.00,3.0,6.5,2006,248,4.3,3.5,22.4,34.20,0,11,0.2339,-0.4464,-0.0908,-0.2813,0.0466,-0.0337,0.0153,0.0015,0.0827,-0.1622,-0.0017,0.1953,-0.0555,-0.0944,-0.0180,0.3597,-0.0043,-0.0300,-0.1336,-0.0294,-0.0567,-0.0342,0.0256,-0.0670,-0.0252,-0.0252,0.0115,-0.0795,0.0227,0.0354,0.3861,-0.5505,-0.0302,0.0510,0.0517,0.0915,0.1515,0.0799,0.0401,0.0188,-0.0917,-0.0899,-0.1364,-0.0160,0.2322,0.0253,-0.0378,0.1256,0.1211,-0.0856,-0.0532,-0.1881,-0.0369,0.0423,0.0561,-0.0169,-0.0828,0.0745,0.1034,0.0396,-0.0091,-0.0244,0.0566,-0.0147,-0.0308,0.0291,0.0339,0.0231,-0.0569,0.1203,-0.0572,0.0052,0.0066,0.0251,-0.0409,-0.0565,-0.0189,-0.0038,-0.0126,-0.0136,0.0156,-0.0107,0.0167,-0.0306,0.0351,Dummer L.,17-7310-49342,654,666
594,-1.12,758,19.20,8.5,6.1,1942,198,5.0,6.0,5.1,16.09,0,9,0.0387,-0.4092,0.0585,-0.3315,0.0764,0.0846,0.0837,0.2075,0.2065,0.1447,-0.0957,0.0288,0.0944,0.1371,0.1137,-0.0600,0.0282,-0.0153,-0.0200,0.0014,0.0382,0.0475,-0.0033,0.0141,0.0178,-0.0239,0.0125,-0.0552,-0.0078,-0.0056,0.2243,-0.4407,-0.1200,0.0302,-0.1402,0.1226,0.0719,-0.0086,0.0365,0.1089,-0.0131,-0.2115,-0.3024,0.0127,0.1485,-0.0090,-0.0820,-0.1323,0.0102,-0.0412,0.0198,-0.1314,-0.0917,-0.0121,-0.0560,0.0814,-0.0382,0.0506,0.1002,-0.0598,-0.0731,-0.0554,-0.0328,-0.0900,0.0539,0.0862,-0.0198,0.0647,-0.0514,0.0083,-0.0976,-0.1018,-0.1161,-0.0121,0.0094,0.0402,0.0082,0.0163,-0.0056,-0.0191,0.0373,-0.0155,0.0178,-0.0092,0.0358,Four Mile L.,17-6793-49499,655,667
595,-1.24,938,8.20,3.5,6.0,1916,160,3.9,3.3,8.9,26.06,0,11,0.0084,-0.4884,-0.0347,-0.1790,0.1170,0.0203,0.1030,0.2266,0.1446,-0.0178,-0.1282,0.0105,0.0512,0.0916,0.0485,0.0124,0.0420,-0.0191,0.0745,-0.0625,0.0140,0.0368,0.0365,-0.0565,0.0238,-0.0125,0.0083,-0.0274,-0.0020,-0.0387,0.2619,-0.4337,-0.0658,0.0619,-0.1341,0.0814,0.0436,-0.0291,0.0190,0.1251,0.0335,-0.2387,-0.2220,0.0335,0.0041,0.0968,-0.0294,-0.1992,-0.0073,-0.0516,-0.0334,-0.1579,-0.1277,0.0622,-0.0009,0.0791,-0.0826,-0.0159,0.1512,-0.1139,-0.0311,0.1169,0.0624,-0.0830,0.2444,0.0986,-0.0124,-0.0496,-0.0178,-0.0124,-0.0263,-0.0364,-0.0633,-0.0070,0.0262,0.0357,0.0025,0.0003,-0.0235,-0.0058,0.0139,-0.0079,0.0047,-0.0117,0.0162,Head L.,17-6651-49559,656,668
596,-1.31,334,10.10,1.8,6.7,2036,224,6.8,5.0,14.8,56.02,0,13,0.2128,-0.5489,-0.1069,-0.0048,0.0426,0.0213,0.0847,0.0667,0.1782,0.0620,0.0249,0.0660,0.0015,0.0209,-0.0115,-0.0192,-0.0006,0.0060,0.0446,0.0196,-0.0220,0.0116,-0.0355,0.0862,-0.0088,-0.0216,0.0060,-0.0516,-0.0153,0.0368,0.3007,-0.4972,-0.0697,0.1838,-0.0787,0.1010,-0.0277,0.1094,0.1683,0.1265,0.0593,-0.0519,-0.0953,0.0022,0.1324,-0.0812,-0.1270,-0.1586,0.0056,-0.0306,0.0717,-0.0046,0.0945,-0.0016,-0.0171,-0.0159,0.0296,0.0876,0.0871,0.0333,0.0125,-0.0606,0.0139,-0.0986,0.0300,0.0973,-0.0129,0.0275,-0.0076,0.0755,-0.0892,-0.0874,-0.0937,-0.0487,0.0448,0.0744,0.0256,-0.0073,0.0322,-0.0083,-0.0856,0.0716,0.0078,-0.0176,-0.0855,Katchewanooka L.,17-7182-49263,657,669
597,-1.14,59,9.80,3.1,6.9,2031,230,6.8,3.5,15.8,17.47,0,11,0.1636,-0.4453,-0.0270,-0.1988,0.0999,0.0365,0.1690,0.1314,0.1195,0.0820,0.1715,-0.0363,-0.0024,0.0702,0.0463,0.0040,0.0014,-0.0127,-0.0249,0.0340,0.0200,0.0108,-0.0254,0.0935,0.0492,0.0112,-0.0092,-0.0164,-0.0318,0.0240,0.3743,-0.4008,-0.0025,0.0699,0.0251,0.1388,-0.1675,-0.1528,0.1773,-0.0101,-0.0467,-0.0888,-0.0243,-0.0407,0.1574,-0.0012,-0.0818,0.1031,0.0372,-0.1351,0.0094,-0.1136,0.1564,0.0124,-0.0679,0.0838,0.0641,0.1226,0.0131,0.1347,0.0686,0.0710,0.0760,0.0620,-0.1149,-0.1092,0.0234,0.0160,0.1028,0.0826,0.0182,0.0074,0.0661,-0.0068,0.0455,0.0453,0.0000,-0.0480,0.0553,0.0169,-0.1227,0.1028,-0.0002,-0.0111,-0.1047,Little L.3,17-7146-49082,658,670
598,-1.56,1252,14.00,3.5,6.5,1995,202,5.5,3.2,15.1,37.61,0,15,0.2089,-0.4885,-0.0490,-0.2850,0.0398,-0.1075,-0.0477,0.0642,0.1185,-0.1260,-0.1379,0.2350,-0.0059,-0.0788,-0.1536,-0.1355,-0.0301,0.0763,-0.1440,0.0742,0.1510,-0.0174,0.0390,-0.1455,-0.0130,0.0206,0.0540,-0.0246,0.0481,-0.0199,0.2252,-0.4484,-0.0938,0.2620,-0.1586,0.1068,0.0247,0.1308,0.1966,0.0676,0.0274,-0.0044,-0.0395,-0.0724,0.2731,-0.0395,-0.0548,-0.0518,-0.1215,-0.0157,0.0532,-0.1231,-0.1426,-0.0176,0.0804,0.0490,-0.0981,-0.0548,0.1364,-0.1085,-0.0114,0.1208,0.0357,0.0346,0.0478,0.0737,-0.0087,-0.0492,-0.0089,0.0421,0.0116,0.0399,0.0277,0.0239,-0.0206,-0.0430,-0.0243,-0.0033,-0.0168,0.0074,0.0017,-0.0213,0.0095,-0.0231,0.0028,Lower Buckhorn L.,17-7170-49371,660,672
